TRANSACTION_NO,ACCOUNT_NO,TRANSACTION_DATE,TRANSACTION_DETAILS,CHQ_NO,VALUE_DATE,WITHDRAWAL_AMT,DEPOSIT_AMT,BALANCE_AMT
646810,XSXW82101521566248,21-05-2022 07:33,Cheque,19705,28-08-2022 07:33,786518,257297,141250
545697,TZIC04448731222951,05-05-2022 22:18,IMPS,178438,01-07-2022 22:18,64277,887799,247508
609670,CFQV50558523166625,29-05-2022 04:53,IMPS,676429,22-08-2022 04:53,917446,367613,936576
307312,VILE57320967776022,03-04-2022 19:45,IMPS,411274,14-04-2022 19:45,763005,402794,470293
44088,PXAP25030401175395,28-04-2022 15:30,Cheque,651139,01-05-2022 15:30,148779,844522,113354
346389,VOGM59715109029178,27-04-2022 04:01,RTGS,727903,16-06-2022 04:01,635769,442617,823375
568604,NQPS07266914763435,28-04-2022 14:55,RTGS,611538,17-05-2022 14:55,568227,663664,534349
98798,LEWQ84952384199085,07-05-2022 22:41,Cheque,656648,24-07-2022 22:41,248621,796127,614254
615289,KLHJ59921170851172,10-04-2022 06:28,Other,231279,24-06-2022 06:28,889755,977659,493290
173908,EONR64774014028375,03-06-2022 05:16,Cheque,778680,11-07-2022 05:16,237828,595478,518911
662105,YJDV72372763089868,27-04-2022 00:31,Other,157145,27-07-2022 00:31,157254,293372,179003
465796,GEQV76514692700706,16-04-2022 04:11,Cheque,248617,24-05-2022 04:11,804002,299617,43934
488050,JCFI14503278510628,20-06-2022 20:01,RTGS,105589,21-08-2022 20:01,428462,238452,432108
372607,ZFLD22950655796525,25-05-2022 09:01,IMPS,846099,03-06-2022 09:01,240626,434211,110187
445341,PTYM91909246318907,25-04-2022 15:46,Cheque,861215,13-05-2022 15:46,393666,968162,642890
376023,QXRH69601569755864,01-05-2022 01:25,RTGS,828098,04-05-2022 01:25,24535,379719,485543
616225,BRUC04266777387456,01-06-2022 13:10,IMPS,907179,27-06-2022 13:10,708714,888876,40230
244244,PYKQ00838468512918,18-05-2022 03:39,IMPS,127022,11-07-2022 03:39,970394,820572,560996
275664,XNCM67779220831988,11-05-2022 01:50,RTGS,987697,19-05-2022 01:50,11401,264748,575036
229392,EUYZ17753975793604,26-05-2022 12:39,Cheque,109592,19-07-2022 12:39,803602,195848,356449
708754,YUHE00360891628512,24-04-2022 16:09,Other,183875,07-06-2022 16:09,613216,382984,634454
803880,BZJT65550074640258,01-06-2022 00:39,NEFT,440413,04-09-2022 00:39,886624,946388,82702
207441,EOZC36225642806890,17-05-2022 07:21,NEFT,4235,08-07-2022 07:21,75988,394456,821935
320867,UYMJ35445496504073,02-04-2022 22:30,RTGS,950876,13-06-2022 22:30,881632,867401,620464
922824,KJMK29091851254039,25-05-2022 11:56,NEFT,417020,28-06-2022 11:56,707985,365712,565214
826498,ZOQN70651312729704,09-05-2022 00:29,Cheque,177550,16-05-2022 00:29,329459,664143,275625
393338,FUVS29173095095876,07-06-2022 11:09,Other,65350,01-08-2022 11:09,238910,201607,938044
334813,JUOE73230251476129,07-06-2022 00:29,NEFT,527403,07-09-2022 00:29,111105,817326,254063
695654,PVID06750051357236,01-06-2022 01:52,RTGS,322578,23-06-2022 01:52,209062,833849,479857
859651,FUVS29173095095876,13-05-2022 11:03,IMPS,744316,04-08-2022 11:03,115504,564179,542799
885394,FZHY58035609657269,05-05-2022 00:30,Other,886218,03-06-2022 00:30,736421,858327,544416
799503,PIOE75128178251066,14-05-2022 10:39,IMPS,637364,08-06-2022 10:39,841010,537527,464425
944568,TVFM00244531588147,27-04-2022 01:48,IMPS,327072,18-06-2022 01:48,41896,578858,868783
8335,PYOV07020943486383,05-06-2022 16:51,RTGS,31795,09-06-2022 16:51,672952,181051,288428
78028,JQKU38734493916036,30-04-2022 00:59,NEFT,381963,07-05-2022 00:59,501550,3987,635144
321035,PRYU80577678602738,13-05-2022 14:52,IMPS,479196,09-08-2022 14:52,73502,612039,160210
939250,QRIE11984255575566,23-05-2022 07:58,RTGS,211152,23-07-2022 07:58,61184,373759,110293
818777,POLP03594814150827,04-05-2022 07:30,Cheque,22763,29-07-2022 07:30,163160,493771,666343
530102,ZYHO62316580385756,08-05-2022 15:11,RTGS,337193,11-06-2022 15:11,521404,946873,630043
211132,DPVV90345941094417,14-05-2022 22:26,RTGS,109434,12-07-2022 22:26,524465,459054,789473
156911,DRAY58552403891865,03-05-2022 12:20,IMPS,256043,06-05-2022 12:20,731832,314765,453834
9603,TZJE09543229777881,19-04-2022 21:26,RTGS,131283,01-06-2022 21:26,735238,724176,354019
108514,YORO03919036431529,02-06-2022 12:48,Other,272202,09-08-2022 12:48,153624,8909,816702
748728,VVUC46060443894120,28-04-2022 12:32,RTGS,263920,11-06-2022 12:32,298621,490103,901639
256590,FXVL15821066508001,21-04-2022 13:02,Cheque,826084,20-07-2022 13:02,647481,924081,624095
640640,VNOC28142845346779,08-05-2022 18:14,NEFT,646139,15-06-2022 18:14,598708,744605,66287
947645,HEOK66065267226984,29-04-2022 15:49,IMPS,582505,01-06-2022 15:49,701733,221904,838669
368133,XRHQ58766846445038,06-05-2022 15:36,RTGS,519457,29-05-2022 15:36,584301,567102,336184
970709,HBVW88124127589377,27-05-2022 13:04,IMPS,621190,13-07-2022 13:04,708579,715006,475027
501758,NCSL91054246584149,08-04-2022 16:58,IMPS,322226,16-05-2022 16:58,57098,232600,595216
749945,QDQO44061804627354,21-04-2022 07:58,NEFT,327050,07-06-2022 07:58,863384,418147,713970
920989,ZPEG87366001204149,19-06-2022 03:08,IMPS,578873,22-09-2022 03:08,160532,44255,506390
166075,VEUJ39913745640877,14-05-2022 19:35,RTGS,352981,18-07-2022 19:35,636561,950015,976968
279276,EUHC60649359869152,21-04-2022 15:52,IMPS,314172,16-06-2022 15:52,930591,445517,421255
630480,BNQH05640824132859,08-04-2022 06:56,IMPS,318209,14-04-2022 06:56,339309,733645,699552
550268,ODKF40456252253102,07-06-2022 07:19,NEFT,677528,14-09-2022 07:19,453314,805338,226683
675808,RLWV39780643260240,06-04-2022 00:31,IMPS,88485,20-05-2022 00:31,610905,170035,227423
569830,HSHO53302992388795,06-06-2022 08:55,Other,577213,07-08-2022 08:55,937039,97613,719912
441667,GNKY85426835616766,22-04-2022 09:25,Other,343509,06-06-2022 09:25,323697,48293,780610
636866,GGAH79914746800787,06-04-2022 21:38,NEFT,959998,02-07-2022 21:38,117035,153746,316104
864975,PKFB61988495219929,09-05-2022 07:03,Other,98429,21-06-2022 07:03,714479,246077,331429
275473,ZAEK14677334546255,28-04-2022 20:51,Other,828465,05-07-2022 20:51,863109,958065,896949
219058,XOCT83640302680259,26-04-2022 23:33,IMPS,947550,17-06-2022 23:33,90027,794530,244302
961149,QZNC42108740923227,05-05-2022 09:51,Other,289848,09-05-2022 09:51,99787,365252,679426
376464,QDKZ32065507929312,30-05-2022 02:14,IMPS,868712,18-07-2022 02:14,650730,917944,975602
592485,ZPEG87366001204149,15-04-2022 02:50,Other,850301,18-05-2022 02:50,713998,476895,898508
509306,GDUB27384687761479,12-05-2022 13:37,NEFT,903573,28-07-2022 13:37,596788,292756,728976
99823,QYJA51300131763888,24-05-2022 23:58,IMPS,130368,21-07-2022 23:58,216286,234857,760081
220038,ZCMZ01754420574334,07-06-2022 03:04,IMPS,213330,11-08-2022 03:04,292692,646943,119829
897613,TMOC29208400010505,10-06-2022 04:18,IMPS,248438,02-09-2022 04:18,186332,162601,427093
338918,GOBH12583526560329,16-06-2022 05:53,Other,548930,11-07-2022 05:53,193535,573075,143944
98219,SONW96743504067796,18-04-2022 01:50,IMPS,136741,28-04-2022 01:50,494291,173117,25941
286920,UKKI94377576507926,19-06-2022 15:15,Other,327123,03-07-2022 15:15,400938,251547,957911
413168,PSOU59082442699728,21-04-2022 19:00,Cheque,80156,26-05-2022 19:00,658521,325479,102872
578457,HRCZ34337621140368,01-05-2022 23:06,Other,760562,16-06-2022 23:06,590905,40404,572590
673225,VNGP56791623037769,05-04-2022 05:40,RTGS,245355,20-05-2022 05:40,21476,970568,375684
361121,XGBJ41267008015806,22-04-2022 07:40,NEFT,87028,15-05-2022 07:40,676506,783045,396951
742853,VLCI79044669505541,06-04-2022 17:30,Cheque,355665,09-05-2022 17:30,12293,10778,366321
644608,KNSR25057192013862,04-06-2022 23:53,IMPS,263505,16-06-2022 23:53,344872,491498,384709
946287,HDSQ55928251310751,02-04-2022 17:18,Cheque,722961,20-05-2022 17:18,907413,963481,853884
659262,NCJG00579048488074,10-04-2022 07:27,RTGS,641684,15-04-2022 07:27,797671,106558,459243
135084,WSCQ73699114629720,14-06-2022 18:20,Other,384219,29-08-2022 18:20,9389,605180,21976
330156,RIWL81474921017780,03-04-2022 03:28,NEFT,952681,15-06-2022 03:28,75612,941818,789595
879446,SZDE32932266133854,06-04-2022 21:52,Cheque,371837,01-06-2022 21:52,93906,748914,696262
964653,KWQR65848103052885,17-04-2022 21:10,RTGS,12212,25-04-2022 21:10,237058,433889,766896
205356,FKUV42706654856576,05-05-2022 10:29,Other,427968,07-05-2022 10:29,772413,752928,906894
930270,YHEZ36017652417355,10-06-2022 20:43,Other,561431,13-07-2022 20:43,578822,146985,700521
949865,WSYK48583732867528,23-04-2022 15:08,RTGS,910978,29-07-2022 15:08,913017,319812,150169
869123,OYQK32233500480283,07-06-2022 08:53,Other,843145,13-07-2022 08:53,819131,180224,790002
558175,UBYW37426403968321,10-05-2022 02:29,IMPS,253688,26-06-2022 02:29,241292,298879,283615
724554,ZZGX85892554829869,14-05-2022 02:45,Cheque,64358,08-06-2022 02:45,251711,943712,441225
68716,RTHT65606841237967,30-05-2022 00:21,RTGS,821356,12-08-2022 00:21,306471,728543,501757
340020,HDSQ55928251310751,03-04-2022 02:03,Other,276587,12-06-2022 02:03,535453,373695,265862
813756,FIUV35652463402150,24-05-2022 19:38,IMPS,661392,24-07-2022 19:38,486458,503726,118120
159832,MMTS77656791512089,05-06-2022 04:21,Other,720110,09-06-2022 04:21,806566,734133,301180
271268,PEHE50444385337507,11-04-2022 21:31,Other,787107,07-06-2022 21:31,785844,883376,855431
502026,UNHN02423493852788,18-06-2022 20:38,Cheque,943727,17-09-2022 20:38,874538,702525,546536
240505,DCSG37251915789339,24-05-2022 12:38,IMPS,47971,15-08-2022 12:38,911026,841996,506141
897070,CFQV50558523166625,04-06-2022 22:41,RTGS,978916,13-06-2022 22:41,948968,721109,331657
11763,PPMD72667937026735,23-04-2022 03:21,RTGS,240559,03-05-2022 03:21,876766,325954,450041
857718,SOWB62893346461704,09-05-2022 07:53,Other,676678,23-06-2022 07:53,58904,522204,462262
922682,RJQU29958501541333,20-06-2022 23:40,RTGS,551386,10-07-2022 23:40,317452,11658,46083
644299,IIUL10948746984047,15-05-2022 15:30,Cheque,926472,25-05-2022 15:30,577189,556753,129035
558707,JDWN60801859602513,03-05-2022 15:25,NEFT,660187,03-06-2022 15:25,915753,948687,178425
649615,BCDY04772175580149,28-04-2022 16:39,Cheque,178087,30-06-2022 16:39,164828,978313,167056
546552,ADXV51025129832811,02-06-2022 14:42,NEFT,68032,29-06-2022 14:42,834483,5170,547557
168579,UWXX06611088476448,20-04-2022 10:08,IMPS,340047,11-05-2022 10:08,640465,612684,33773
246317,PRXH35664951563229,18-04-2022 13:36,IMPS,373707,15-05-2022 13:36,382821,731867,343360
549186,PDLE06400810650683,29-05-2022 01:28,IMPS,732724,08-07-2022 01:28,407191,768859,276874
432335,WAPT36420888842560,27-04-2022 01:00,Cheque,717827,27-06-2022 01:00,349518,4247,821027
424865,IBEO61147059887864,28-05-2022 18:45,IMPS,170954,07-06-2022 18:45,439310,899550,733347
194606,ASWR17889664307959,08-05-2022 21:41,Other,922377,14-08-2022 21:41,891460,314211,807376
429270,FEWX06471160533155,04-04-2022 12:18,Other,77059,04-05-2022 12:18,788571,381228,657917
731507,XQLP43309788743818,08-05-2022 07:28,Other,49761,03-07-2022 07:28,514947,787734,131633
370233,FIUV35652463402150,06-06-2022 19:56,Cheque,939317,18-07-2022 19:56,48391,759754,25312
885795,XWTJ20340076566419,20-05-2022 10:01,Cheque,860393,21-05-2022 10:01,477188,582755,881279
611314,NYPV73722216694099,14-05-2022 14:28,Cheque,151780,30-07-2022 14:28,608450,394769,707859
504867,THRW96571488422505,03-06-2022 09:55,Cheque,666882,08-07-2022 09:55,736996,465204,603830
456060,SGUU62345886171528,27-05-2022 03:35,IMPS,80825,13-06-2022 03:35,7151,62845,392233
636973,WDXA68792212750030,16-05-2022 11:20,Cheque,550806,24-05-2022 11:20,211909,435463,340762
851416,PSDO02885945838318,30-05-2022 09:04,NEFT,874158,18-06-2022 09:04,516231,443487,6426
901893,LKIP62234304669623,17-05-2022 05:10,NEFT,761879,06-08-2022 05:10,623513,398562,233684
770559,LXKG55203325882595,09-06-2022 06:24,Other,260265,05-07-2022 06:24,175965,639280,436646
166070,XFFE07712759855675,23-04-2022 08:56,RTGS,54579,11-06-2022 08:56,230386,132717,819359
132685,XWTZ04693411084345,08-05-2022 22:24,IMPS,713747,12-05-2022 22:24,364676,488167,844917
251582,SLAV88069240868188,10-06-2022 04:40,RTGS,474517,25-08-2022 04:40,713481,682140,641320
279839,FIFK95444309631608,03-04-2022 09:33,RTGS,725667,12-04-2022 09:33,743442,695781,740062
17176,OJDO88476980106910,23-04-2022 05:10,NEFT,322566,18-06-2022 05:10,557741,374441,2417
418762,PRFJ27794487920616,03-06-2022 08:11,Other,319670,10-09-2022 08:11,655277,970983,272256
751760,EHHB79169994467701,26-05-2022 15:05,Other,971741,03-08-2022 15:05,344174,936874,205641
848824,HWZV22739377114764,04-06-2022 16:24,RTGS,74887,12-09-2022 16:24,703915,643528,616018
201973,BSZZ86363455193813,10-04-2022 18:03,IMPS,170140,11-04-2022 18:03,267882,282563,662165
950161,IWLN89121620629487,01-05-2022 23:45,NEFT,199344,22-07-2022 23:45,101944,524504,436961
309235,SONW96743504067796,25-04-2022 13:57,Cheque,163299,10-06-2022 13:57,996058,769351,786490
139286,PMTV48435236919193,23-05-2022 15:27,Cheque,24032,31-05-2022 15:27,963058,313873,137605
304805,LWUI70813724121468,19-06-2022 23:15,Other,328376,08-09-2022 23:15,728467,49158,369094
493394,DNIE56951983234666,30-05-2022 18:45,Other,721047,27-06-2022 18:45,577624,615630,813322
426441,DZXC78955207054354,25-05-2022 13:19,Cheque,358324,31-07-2022 13:19,522765,656538,856802
990740,GOBH12583526560329,12-06-2022 02:52,RTGS,88008,06-07-2022 02:52,524298,904167,228702
422799,PITY07693963256654,28-04-2022 15:24,IMPS,585402,25-07-2022 15:24,186451,73401,444148
97052,TQQQ15467754749804,06-05-2022 01:25,RTGS,512142,09-08-2022 01:25,3283,830718,442463
856703,MOXJ36453198051503,21-05-2022 18:17,Cheque,148880,11-07-2022 18:17,71566,390210,396584
159894,YCKI34485964180222,23-05-2022 14:30,Other,21678,19-07-2022 14:30,933649,683170,815565
372328,OQXG92873382160357,04-04-2022 23:59,RTGS,904565,28-06-2022 23:59,759687,296747,10728
741590,QJGX63349141291829,02-06-2022 07:41,IMPS,48249,16-08-2022 07:41,494649,391551,732079
655259,MEIG99564418622850,30-04-2022 12:50,RTGS,717051,19-05-2022 12:50,333659,12338,211479
809943,TDEX53952358314524,09-05-2022 03:38,NEFT,421346,29-06-2022 03:38,834593,14984,698793
843986,ZXWE79443757420581,29-05-2022 21:56,Cheque,44912,10-08-2022 21:56,890810,823600,423926
842183,VOGM59715109029178,03-04-2022 05:41,Other,889367,31-05-2022 05:41,869664,218816,143751
326672,UUVG63088140286550,15-05-2022 13:25,Other,841293,31-07-2022 13:25,245792,246650,644870
626379,MDCW83969616621040,03-04-2022 10:25,Cheque,516133,21-05-2022 10:25,685314,373508,1002
287897,ORZV51667002103165,22-04-2022 00:07,IMPS,896931,20-05-2022 00:07,400956,750575,357735
802076,JRMN85581680637863,10-05-2022 00:57,RTGS,77178,07-07-2022 00:57,74573,928988,770975
127403,REMF81784854782937,18-05-2022 22:09,NEFT,611662,26-05-2022 22:09,99064,17347,99058
243633,HQHB94133373890652,03-06-2022 11:49,RTGS,638878,12-08-2022 11:49,501530,744489,42391
161629,PXAP25030401175395,17-05-2022 02:12,IMPS,230598,29-06-2022 02:12,805299,813618,582954
469809,UNGJ59372914454025,28-05-2022 05:43,RTGS,196876,25-08-2022 05:43,596216,379196,425460
321464,XSNH14574122466152,11-06-2022 18:10,Other,204707,10-07-2022 18:10,539183,646301,45489
374611,BLAT41303601497521,09-04-2022 16:04,Cheque,232741,23-05-2022 16:04,691530,29586,963540
782515,YPOR27934718016742,07-06-2022 16:29,Cheque,979689,02-09-2022 16:29,355207,692854,860820
559995,MNOG07962612005941,04-04-2022 16:23,Cheque,205745,04-06-2022 16:23,726599,497249,454776
883903,GGMJ20522421217079,14-05-2022 05:39,Cheque,126758,28-06-2022 05:39,407198,393435,769225
578736,UNUG04423927210588,12-04-2022 14:08,IMPS,729232,30-04-2022 14:08,416573,549217,610348
396317,VLCI79044669505541,20-04-2022 21:57,IMPS,625448,18-06-2022 21:57,733120,899387,185646
715855,NGAS83030649072697,18-04-2022 10:05,NEFT,185570,22-06-2022 10:05,795210,254490,364635
156198,XGBJ41267008015806,02-06-2022 10:24,Cheque,763099,04-06-2022 10:24,596830,730410,746969
297115,VNYO47445538137152,21-04-2022 14:15,Other,951150,13-06-2022 14:15,552633,808292,533679
863509,YLRO86639073909994,03-06-2022 00:09,RTGS,953052,02-07-2022 00:09,60780,969399,449272
435693,UGBN56084032305440,17-05-2022 17:57,RTGS,35757,10-07-2022 17:57,520568,253576,111279
183239,RCFO79156846136489,22-05-2022 15:35,Cheque,28692,23-07-2022 15:35,527847,272746,270068
166398,MZXR92127893246481,15-04-2022 08:08,RTGS,392815,22-05-2022 08:08,736605,124182,562977
581922,UPWD83020262650927,15-06-2022 22:08,Other,868222,14-08-2022 22:08,534089,52829,7728
3285,PJGA90007919940605,11-05-2022 11:25,IMPS,56336,02-06-2022 11:25,593925,592426,856124
121582,PQYM71957605693766,19-06-2022 20:10,NEFT,253080,02-07-2022 20:10,832254,585788,564164
995070,KRDO74903735435635,04-04-2022 13:33,RTGS,147905,09-05-2022 13:33,651667,770637,769092
25644,RENO93950347724027,07-05-2022 21:21,Cheque,769280,03-07-2022 21:21,187008,332973,463988
342783,MDCW83969616621040,15-06-2022 09:01,IMPS,964065,12-09-2022 09:01,145208,161639,16716
65048,PNFZ45244710731943,05-06-2022 20:34,Other,175621,07-09-2022 20:34,811769,158365,121809
120345,JPSM20874702097746,19-06-2022 11:32,Cheque,240839,24-08-2022 11:32,440491,552860,961983
352157,LWXB08041640870103,21-06-2022 03:55,NEFT,968296,23-09-2022 03:55,477494,10089,966240
796567,OUGN66702036331406,10-05-2022 03:30,IMPS,425781,26-07-2022 03:30,560137,843422,866948
979020,EEKU35370272190174,11-05-2022 01:52,RTGS,928001,14-08-2022 01:52,788171,80344,806518
188056,TDJB93081247846423,14-04-2022 13:14,RTGS,255062,07-07-2022 13:14,31433,86335,964258
372609,VCKR48283111838207,14-04-2022 10:42,IMPS,975813,16-04-2022 10:42,513940,585231,566813
444419,TNCV78402857815377,14-05-2022 22:37,Other,550291,10-08-2022 22:37,879557,491467,540567
906664,NTSL74410732245345,16-05-2022 21:11,NEFT,653490,03-07-2022 21:11,492662,956169,110795
878716,BYUH44985772488880,13-05-2022 22:51,Other,563260,25-06-2022 22:51,781257,258755,760372
985351,UEDQ00764180237363,11-04-2022 20:15,NEFT,566761,19-07-2022 20:15,612752,356395,219616
862224,VHQK33495930929575,09-06-2022 07:19,RTGS,121940,10-07-2022 07:19,996672,43258,159779
811184,MCXS07493424850817,07-05-2022 00:50,IMPS,243011,14-08-2022 00:50,155332,927853,292021
67541,EGMP57658409728121,07-04-2022 19:53,Cheque,399536,14-05-2022 19:53,284864,790234,147011
946311,LAEY99158992942008,19-04-2022 09:13,NEFT,375912,10-07-2022 09:13,457511,330523,278624
31186,EGMP57658409728121,12-05-2022 06:33,RTGS,778480,09-08-2022 06:33,888092,410066,997199
11821,XPJW24421296058782,06-05-2022 01:09,NEFT,943672,23-06-2022 01:09,417708,8351,450786
61177,VCXG97812639963726,30-05-2022 04:03,NEFT,737010,03-09-2022 04:03,725990,467508,613318
360831,VVIT80984433859355,29-05-2022 19:02,Other,48583,17-07-2022 19:02,323832,10994,335525
731552,PKXA47070071112171,19-06-2022 15:51,NEFT,807173,05-09-2022 15:51,197082,840571,571267
757047,SQHU42542311112972,03-06-2022 01:39,RTGS,336387,19-07-2022 01:39,677842,186201,560902
921307,VOZI60207110496390,16-04-2022 06:22,NEFT,286662,29-06-2022 06:22,101057,325261,169205
856704,BRGU73421483142336,13-04-2022 03:19,NEFT,991976,27-05-2022 03:19,9340,726917,837640
581644,ZBYW82314290630112,04-05-2022 02:23,NEFT,103843,14-06-2022 02:23,94501,835584,564506
350502,JJEQ33065872063092,12-05-2022 09:39,Other,375611,07-08-2022 09:39,452226,385949,793942
174760,ITUE19605348541890,16-05-2022 07:35,IMPS,870607,25-06-2022 07:35,6878,697652,934189
677617,FKZW68914908036421,31-05-2022 22:47,Cheque,683818,16-06-2022 22:47,603220,342547,67677
86489,ZPMH42635349749067,26-04-2022 20:59,NEFT,649044,09-06-2022 20:59,996559,290865,953261
907597,ERSG54184514896858,28-04-2022 02:24,Cheque,182196,16-05-2022 02:24,413156,934568,803913
640291,JPKH15105987206556,21-06-2022 01:32,Other,17905,12-08-2022 01:32,144610,453211,123267
394958,XDKO28446568918136,26-05-2022 16:43,IMPS,141602,22-07-2022 16:43,292139,372702,824865
771173,RKHZ62803492692717,03-06-2022 04:46,IMPS,238855,02-07-2022 04:46,907681,189880,158566
70368,FVLC68583254572141,19-04-2022 21:29,NEFT,812489,09-05-2022 21:29,428753,576538,729349
